OCCUPATION_TYPE,EMP_FEIN,EMP_NAICS,EMP_NUM_PAYROLL,EMP_YEAR_COMMENCED,JOB_TITLE,JOB_OPP_WAGE_FROM,JOB_OPP_WAGE_TO,JOB_OPP_WAGE_PER,JOB_AVG_WAGE,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_POSTAL_CODE,PRIMARY_WORKSITE_BLS_AREA,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_JOB_FOREIGN_LANGUAGE
Professional occupation,26-3607129,519130,3008,2009,Software Engineer,"$150,000.00","$182,500.00",Year,"$166,250.00",Business Premises,San Francisco,CA,94107,"San Francisco-Oakland-Hayward, CA",Y,N,N
Non-professional,82-3647639,722515,14,2017,Pastry Chef (Asian Rice Cakes),"$59,426.00",,Year,,Business Premises,Aurora,CO,80014,"Denver-Aurora-Lakewood, CO",Y,N,N
Professional occupation,33-1229855,541511,21,2013,Sr. Software Engineer,"$101,275.00",,Year,"$101,275.00",Business Premises,Troy,MI,48083,"Detroit-Warren-Dearborn, MI",Y,N,N
Professional occupation,87-2062711,541511,5,2021,Project Manager,"$92,290.00",,Year,"$92,290.00",Business Premises,Iselin,NJ,08830,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,88-1402547,524210,35,2022,Insurance Agent,"$35,000.00","$35,000.00",Year,"$35,000.00",Business Premises,Orlando,FL,32809,"Orlando-Kissimmee-Sanford, FL",Y,N,N
Professional occupation,45-5452795,51121,511,2012,"Manager, Software Engineering","$220,000.00","$320,000.00",Year,"$270,000.00",Business Premises,Seattle,WA,98121,"Seattle-Tacoma-Bellevue, WA",Y,N,N
Professional occupation,73-0271280,54133,534,1919,"Field Professional, General – L&P Seismic ","$88,379.00",,Year,"$88,379.00",Business Premises,New Iberia,LA,70560,"Lafayette, LA",Y,N,N
College/University Teacher,04-2103545,611310,3500,1863,"Assistant Professor, Accounting","$258,750.00",,Year,,Business Premises,Chestnut Hill,MA,02467,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,83-3570266,236118,5,2019,Budget Analyst,"$68,390.00","$68,390.00",Year,"$68,390.00",Business Premises,Malden,MA,02148,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,95-2743174,531390,1326,1906,Principal Software Engineer [SOC 15-1253.00],"$158,000.00",,Year,"$158,000.00",Business Premises,Dallas,TX,75201,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,82-4654537,326160,55,2018,Polyethylene Terephthalate Production Coordinator,"$129,567.10",,Year,"$129,567.10",Business Premises,Corpus Christi,TX,78409,"Corpus Christi, TX",Y,N,N
Professional occupation,27-0011392,561440,283,2002,Business Process Analyst,"$72,000.00",,Year,"$72,000.00",Business Premises,PHOENIX,AZ,85040,"Phoenix-Mesa-Scottsdale, AZ",Y,N,N
Professional occupation,26-3931704,3254,384,2008,"Senior Manager, Regulatory Operations","$160,685.00",,Year,"$160,685.00",Business Premises,Newton ,MA,02459,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,45-5527155,541714,723,2012,Software Engineer,"$130,200.00","$179,800.00",Year,"$155,000.00",Business Premises,New York,NY,10013,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,81-0955477,541511,39,2015,SQL Developer,"$106,621.00","$106,621.00",Year,"$106,621.00",Business Premises,Irving,TX,75063,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,27-1261333,541714,45,2010,Scientific Sourcing Specialist,"$80,000.00","$115,000.00",Year,"$97,500.00",Business Premises,San Mateo,CA,94401,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,72-1554716,511210,500,2005,Business Intelligence Senior Developer,"$102,850.00",,Year,"$102,850.00",Business Premises,Broomfield,CO,80021,"Denver-Aurora-Lakewood, CO",Y,N,N
Non-professional,26-4004998,424410,4,2009,Food Delivery Driver ,"$28,434.00","$28,434.00",Year,,Business Premises,POMPANO BEACH,FL,33069,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,38-3056583,541511,1900,1990,Computer Software Engineer Applications,"$117,166.00",,Year,"$117,166.00",Business Premises,Troy,MI,48084,"Detroit-Warren-Dearborn, MI",Y,N,N
Professional occupation,46-3048688,334510,109,2013,Manufacturing Engineer,"$128,750.00","$138,601.00",Year,"$133,675.50",Business Premises,San Mateo,CA,94404,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,20-5785879,5191,1582,2006,Data Insights Analyst III,"$145,000.00","$171,060.00",Year,"$158,030.00",Business Premises,Austin,TX,78746,"Austin-Round Rock, TX",Y,N,N
Professional occupation,95-2743174,531390,298,1906,Building Information Modeling/Computer Aided Design Mgr,"$125,000.00","$188,400.00",Year,"$156,700.00",Business Premises,Mountain View,CA,94043,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,92-0290913,81131,220,2022,Software Engineer ,"$95,000.00","$125,000.00",Year,"$110,000.00",Business Premises,Lake Forest,IL,60045,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Non-professional,81-5467110,561720,14,2016,Cleaner,"$31,200.00","$31,200.00",Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Non-professional,03-0487776,333993,16,2002,Specialist Technician for machine assembly,"$61,901.00","$61,901.00",Year,,Business Premises,MIAMI,FL,33166,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
College/University Teacher,65-0753801,611310,2187,1992,Instructor II,"$72,000.00","$72,000.00",Year,,Business Premises,Fort Myers,FL,33965,"Cape Coral-Fort Myers, FL",Y,N,N
Professional occupation,47-4510891,523920,22,2015,Sr. Fund Accountant,"$150,000.00","$150,000.00",Bi-Weekly,,Business Premises,New York,NY,10022,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,74-2917024,541330,38,1999,Sr. Project Manager,"$115,918.00",,Year,"$115,918.00",Business Premises,Austin,TX,78754,"Austin-Round Rock, TX",Y,N,N
Professional occupation,20-8748622,541430,23,2007,Patent Illustrator,"$53,000.00",,Year,"$53,000.00",Business Premises,Flower Mound,TX,75028,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,54-0506332,622110,7707,1899,Psychiatrist,"$250,000.00",,Year,"$250,000.00",Business Premises,Roanoke,VA,24014,"Roanoke, VA",Y,N,N
Non-professional,90-0965395,72233,26,2013,Web Developer,"$33,550.00",,Year,,Business Premises,Draper,UT,84020,"Salt Lake City, UT",Y,N,N
Professional occupation,47-3973503,541511,28,2015,Sr. Software Developer,"$140,483.00","$140,483.00",Year,"$140,483.00",Business Premises,Durham,NC,27713,"Durham-Chapel Hill, NC",Y,N,N
Professional occupation,83-3532637,336111,315,2019,Sr. Project Engineers,"$81,203.00",,Year,"$81,203.00",Business Premises,Auburn Hills,MI,48326,"Detroit-Warren-Dearborn, MI",Y,N,N
Professional occupation,13-1988190,813212,6000,1963,Database Administrator II,"$101,500.00",,Year,"$101,500.00",Business Premises,New York,NY,10019,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,75-2958518,54133,30,2004,Project Engineer,"$60,112.00","$70,000.00",Year,"$65,056.00",Business Premises,Dallas,TX,75234,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,04-2437166,541511,577,1965,Technical Manager,"$114,982.00","$144,982.00",Year,"$129,982.00",Business Premises,Ann Arbor,MI,48103,"Ann Arbor, MI",Y,N,N
Non-professional,83-0741412,721110,12,2018,HOUSEKEEPING ,$14.06,$15.00,Hour,,Business Premises,Rapid City,SD,57701,"Rapid City, SD",Y,N,N
Non-professional,36-4456566,2383,11,2001,Finish Carpenter,"$69,243.00","$69,243.00",Year,,Business Premises,Arlington Heights,IL,60005,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,47-4292310,541511,32,2015,Technical Lead Developer,"$172,245.00",,Year,"$172,245.00",Business Premises,Temple Terrace,FL,33637,"Tampa-St. Petersburg-Clearwater, FL",Y,N,N
Professional occupation,20-4728860,611420,82,2006,Senior Software Engineer,"$135,000.00",,Year,"$135,000.00",Business Premises,Eugene ,OR,97408,"Eugene, OR",Y,N,N
Professional occupation,26-3931704,3254,384,2008,"Senior Manager, Regulatory Operations","$170,000.00",,Year,"$170,000.00",Business Premises,Newton ,MA,02459,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Non-professional,47-5313436,4859,19,2015,FLEET MECHANIC,"$28,246.00",,Year,,Business Premises,WOODS CROSS,UT,84087,"Ogden-Clearfield, UT",Y,N,N
Professional occupation,47-3973503,541511,28,2015,Sr. Software Developer,"$140,483.00","$140,483.00",Year,"$140,483.00",Business Premises,Durham,NC,27713,"Durham-Chapel Hill, NC",Y,N,N
Professional occupation,35-2121001,42399,1857,2000,Sr. Engineer - Software Development,"$112,944.00",,Year,"$112,944.00",Business Premises,Plainfield,IN,46168,"Indianapolis-Carmel-Anderson, IN",Y,N,N
Professional occupation,88-0413082,71394,3500,1986,Tennis Professional,"$50,000.00",,Year,"$50,000.00",Business Premises,Wichita,KS,67212,"Wichita, KS",Y,N,N
Professional occupation,22-1585834,336111,8000,1955,Calibration & Compliance Specialist,"$114,171.00",,Year,"$114,171.00",Business Premises,Oxnard,CA,93030,"Oxnard-Thousand Oaks-Ventura, CA",Y,N,N
Professional occupation,46-5622642,711510,10,2014,Business Development Operations Specialist,"$60,800.00",,Year,"$60,800.00",Business Premises,Ladera Ranch,CA,92694,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,47-5681229,621910,75,2016,Driver (NEMT),$18.60,,Hour,,Business Premises,RIVERSIDE,CA,92507,"Riverside-San Bernardino-Ontario, CA",Y,N,N
Non-professional,83-1368106,425120,1,2018,CUSTOMER SERVICE REPRESENTATIVE,"$49,920.00","$56,160.00",Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,Y
Professional occupation,26-3857669,541513,36,2008,Sr. 0365 Developer ,"$133,640.00","$133,640.00",Year,"$133,640.00",Business Premises,Washington,DC,20001,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Professional occupation,76-0358188,5313,7,1992,Accountant,"$55,744.00",,Year,"$55,744.00",Business Premises,Houston,TX,77008,"Houston-The Woodlands-Sugar Land, TX",Y,N,N
Professional occupation,99-0317519,236220,970,1995,Project Engineer-Mechanical,"$70,000.00",,Year,"$70,000.00",Business Premises,Honolulu,HI,96819,"Urban Honolulu, HI",Y,N,N
Professional occupation,13-4117314,56145,5066,1995,Lead Engineer,"$134,118.00","$134,118.00",Year,"$134,118.00",Business Premises,Chicago,IL,60661,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,32-0495969,54151,903,1965,Testing Engineering Advisor,"$107,546.00","$137,546.00",Year,"$122,546.00",Business Premises,PLANO,TX,75024,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,20-4088566,541511,31,2006,SENIOR SOFTWARE ENGINEER,"$117,200.00",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Professional occupation,26-1082534,54151,32,2007,Lead System Software Engineer,"$115,000.00",,Year,"$115,000.00",Business Premises,Great Neck,NY,11021,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,41-2011780,54138,3,2000,Chemistry Quality and ISO Implementor,"$59,000.00",,Year,"$59,000.00",Business Premises,Minneapolis,MN,55413,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,N,N
Professional occupation,82-2920421,621399,5,2017,NYS LICENSED ACUPUNCTURIST,"$55,058.00","$55,058.00",Year,"$55,058.00",Business Premises,NEW YORK,NY,10040,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,26-4371009,5415,747,2006,Senior Infrastructure Engineer,"$157,500.00",,Year,"$157,500.00",Business Premises,New York,NY,10019,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,38-2906390,33324,150,1989,Robotics Application Engineer ,"$91,500.00","$117,100.00",Year,"$104,300.00",Business Premises,San Jose,CA,95134,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Non-professional,16-1566667,11133,23,1999,Retail Operations Team Lead,"$38,314.00","$38,314.00",Year,,Business Premises,Fly Creek,NY,13337,Central East New York nonmetropolitan area,Y,N,N
Professional occupation,65-1009332,531210,1,2000,MARKETING SPECIALIST ,"$39,360.00",,Year,"$39,360.00",Business Premises,Miami,FL,33176,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,45-3734608,541511,96,2011,Senior Software Developer,"$134,992.00","$134,992.00",Year,"$134,992.00",Business Premises,Irving,TX,75038,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,34-0797057,52211,17000,1825,Technical Team Lead,"$155,000.00",,Year,"$155,000.00",Business Premises,Cleveland,OH,44114,"Cleveland-Elyria, OH",Y,N,N
Professional occupation,94-1432527,541330,252,1940,Project Engineer,"$128,045.00",,Year,"$128,045.00",Business Premises,Los Angeles,CA,90071,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,11-2962589,333993,110,1989,Electrical Controls Engineer,"$91,250.00",,Year,"$91,250.00",Business Premises,Deer Park,NY,11729,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,74-2917024,541330,38,1999,Engineering Associate II,"$87,050.00",,Year,"$87,050.00",Business Premises,Austin,TX,78754,"Austin-Round Rock, TX",Y,N,N
Non-professional,46-2801815,23611,1,2013,Project Manager,"$69,285.00","$69,285.00",Year,,Business Premises,Weston,FL,33326,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,46-3520798,7113,3,2013,English Instructor,"$65,000.00",,Year,"$65,000.00",Business Premises,BROOKLYN,NY,11220,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,Y
Professional occupation,47-5189493,541519,173,2016,TECHNICAL RECRUITER,"$63,000.00",,Year,"$63,000.00",Business Premises,EDISON,NJ,08817,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,34-0797057,52211,17000,1825,Senior Quantitative Analytics Associate (RM&A),"$125,000.00",,Year,"$125,000.00",Business Premises,Cleveland,OH,44114,"Cleveland-Elyria, OH",Y,N,N
Professional occupation,58-1748113,512110,955,1987,"Senior Analyst, Sales Planning","$65,500.00","$86,000.00",Year,"$75,750.00",Business Premises,Culver City,CA,90232,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,95-2743174,531390,500,1906,Computerized Maintenance Mgmt Sys Accnt Mgr [SOC:15-1199.09],"$120,000.00",,Year,"$120,000.00",Business Premises,Dearborn,MI,48124,"Detroit-Warren-Dearborn, MI",Y,N,N
Professional occupation,06-1506026,541618,1019,1982,Associate Principal,"$181,251.00",,Year,"$181,251.00",Business Premises,Wayne,PA,19087,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Y,N,N
Professional occupation,27-2046365,541519,4,2010,Senior Product Manager,"$127,171.00",,Year,"$127,171.00",Business Premises,Elk Grove Village,IL,60007,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,77-0019522,541512,3978,1982,Data Science Engineer,"$160,000.00","$175,000.00",Year,"$167,500.00",Business Premises,San Jose,CA,95110,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,95-2209675,541110,253,1951,Senior Associate,"$400,000.00","$415,000.00",Year,"$407,500.00",Business Premises,Washington,DC,20036,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Non-professional,47-3721902,336390,219,2015,Production Control Specialist,"$48,000.00","$48,000.00",Year,,Business Premises,Enterprise,AL,36330,Southeast Alabama nonmetropolitan area,Y,N,N
Non-professional,81-3566100,423320,5,2016,Bookkeeper,"$44,949.00",,Year,,Business Premises,Houston,TX,77092,"Houston-The Woodlands-Sugar Land, TX",Y,N,N
Professional occupation,47-5655448,11141,16,2015,Finance Manager,"$160,000.00","$184,000.00",Year,"$172,000.00",Business Premises,San Carlos,CA,94070,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,83-2547326,541611,4,2018,Management Analyst,"$50,000.00","$50,000.00",Year,"$50,000.00",Business Premises,Miami,FL,33132,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,38-4163277,541613,1,2020,Market Analyst,"$39,200.00",,Year,"$39,200.00",Business Premises,Miami,FL,33131,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
College/University Teacher,72-0702002,611310,3121,1969,Assistant Professor,"$242,200.00","$242,200.00",Year,,Business Premises,Shreveport,LA,71103,"Shreveport-Bossier City, LA",Y,N,N
Non-professional,83-4679101,722511,62,2019,Meat Preparer & Buyer,"$43,472.00",,Year,,Business Premises,Las Vegas,NV,89109-0762,"Las Vegas-Henderson-Paradise, NV",Y,N,N
Professional occupation,04-3179119,541511,45,1993,Software Engineer,"$108,200.00",,Year,"$108,200.00",Business Premises,Bedford,MA,01730,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,56-1323952,325411,5145,1982,Senior/Lead Statistical Programmer ,"$137,333.00",,Year,"$137,333.00",Business Premises,Durham,NC,27703,"Durham-Chapel Hill, NC",Y,N,N
Professional occupation,27-1731040,541618,26,2010,Software Developer  ,"$168,709.00","$168,709.00",Year,"$168,709.00",Business Premises,Redmond,WA,98052,"Seattle-Tacoma-Bellevue, WA",Y,N,N
Non-professional,84-5115181,44512,4,2020,ASSISTANT STORE MANAGER,"$52,000.00","$52,000.00",Year,,Business Premises,Dubuque,IA,52002,"Dubuque, IA",Y,N,N
Professional occupation,26-3931704,3254,397,2008,Clinical Data Manager,"$120,000.00",,Year,"$120,000.00",Business Premises,Newton ,MA,02459,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,94-3382458,511210,95,2010,Senior Texture Artist,"$109,400.00","$164,200.00",Year,"$136,800.00",Business Premises,Santa Monica,CA,90404,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,32-0016942,541511,230,2002,Senior Engineer,"$117,166.00","$130,000.00",Year,"$123,583.00",Business Premises,Novi,MI,48377,"Detroit-Warren-Dearborn, MI",Y,N,N
Professional occupation,85-3137714,335911,4,2020,Senior Quality Engineer,"$61,000.00","$61,000.00",Year,"$61,000.00",Business Premises,Braselton,GA,30517,North Georgia nonmetropolitan area,Y,N,N
Professional occupation,83-3885230,611710,14,2019,Health Sciences Director of Education and Products,"$136,000.00","$150,000.00",Year,"$143,000.00",Business Premises,Tempe,AZ,85281,"Phoenix-Mesa-Scottsdale, AZ",Y,N,Y
Professional occupation,04-2866152,51121,47,1985,Software Engineer,"$107,640.00","$116,050.00",Year,"$111,845.00",Business Premises,Foster City,CA,94404,"San Francisco-Oakland-Hayward, CA",Y,N,N
Non-professional,84-5115181,44512,4,2020,ASSISTANT STORE MANAGER,"$52,000.00","$52,000.00",Year,,Business Premises,Dubuque,IA,52002,"Dubuque, IA",Y,N,N
Professional occupation,22-3820267,541511,39,2001,SOFTWARE DEVELOPER,"$85,250.00","$85,250.00",Year,"$85,250.00",Business Premises,Iselin,NJ,08830,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,74-2325267,541715,1600,1985,Associate Research Scientist,"$81,307.00",,Year,"$81,307.00",Business Premises,Middleton,WI,53562,"Madison, WI",Y,N,N
Professional occupation,26-1260542,54151,49,2007,Software Engineer,"$133,390.00","$133,390.00",Year,"$133,390.00",Business Premises,Edison,NJ,08817,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,04-3424688,447190,6,1998,RETAIL MANAGER,"$53,477.00","$53,477.00",Year,,Business Premises,WATERTOWN,MA,02472,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,95-3010597,541511,240,1976,"Software Engineer II [SOC: 15-1251.00, LVL 1 WAGE] ","$121,000.00","$130,000.00",Year,"$125,500.00",Business Premises,Long Beach,CA,90807,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,47-3973503,541511,28,2015,Sr. Software Developer,"$140,483.00","$140,483.00",Year,"$140,483.00",Business Premises,Durham,NC,27713,"Durham-Chapel Hill, NC",Y,N,N
Professional occupation,81-2831831,6211,77,2016,Pediatrician,"$123,656.00","$325,000.00",Year,"$224,328.00",Business Premises,Benton,AR,72015,"Little Rock-North Little Rock-Conway, AR",Y,N,N
Non-professional,81-1004579,722511,9,2016,Waiter,"$20,946.00","$20,946.00",Year,,Business Premises,Fort Atkinson,WI,53538,South Central Wisconsin nonmetropolitan area,Y,N,N
Professional occupation,38-3659021,561320,5367,2002,Data Warehousing Specialist,"$117,853.00",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Professional occupation,71-0985705,621111,17,2005,Accountant,"$45,000.00",,Year,"$45,000.00",Business Premises,Caro,MI,48723,Balance of Lower Peninsula of Michigan nonmetropolitan area,Y,N,N
Professional occupation,11-2874859,54161,13,1986,"Lead Analyst, Supply Chain Systems","$49,130.00","$113,050.06",Year,"$81,090.03",Business Premises,Fort Worth,TX,76137,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,26-3898734,54199,18,2008,Software Engineer,"$110,210.00",,Year,"$110,210.00",Business Premises,Boston,MA,02116,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,46-0569263,54149,117,2008,Systems Designer-Multiple Openings,"$62,000.00","$87,000.00",Year,"$74,500.00",Business Premises,Orlando,FL,32801,"Orlando-Kissimmee-Sanford, FL",Y,N,N
Professional occupation,45-4880775,56173,14,2012,Landscape Designer ,"$39,936.00",,Year,"$39,936.00",Business Premises,Benton Harbor ,MI,49022,"Niles-Benton Harbor, MI",Y,N,N
Professional occupation,85-0734750,333318,17,2017,Manufacturing  & Test Engineer,"$77,730.00",,Year,"$77,730.00",Business Premises,Albuquerque,NM,87102,"Albuquerque, NM",Y,N,N
Non-professional,81-2714987,721110,11,2016,Maintenance Technician ,"$37,149.00","$37,149.00",Year,,Business Premises,Hudson,MA,01749,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Non-professional,88-3925810,814110,0,2022,Caregiver,"$30,000.00","$30,000.00",Year,,Employer's private household (includes live-in and domestic household worker),Los Angeles,CA,90062,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,46-3080516,423210,12,2013,First-Line Supervisors of Office and Administrative Support ,"$64,438.00",,Year,"$64,438.00",Business Premises,West Palm Beach,FL,33413,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,59-3786008,541110,16,1999,Paralegal,"$66,581.00",,Year,"$66,581.00",Business Premises,Flushiing,NY,11354,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,22-1582040,33612,1652,1900,Senior Industrial Engineer - Logistics,"$53,976.00",,Year,"$53,976.00",Business Premises,Macungie,PA,18062,"Allentown-Bethlehem-Easton, PA-NJ",Y,N,N
Professional occupation,46-3206439,54131,117,2013,INTERMEDIATE LANDSCAPE DESIGNER ,"$62,000.00","$92,500.00",Year,"$77,250.00",Business Premises,New York,NY,10013,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,47-0807040,51731,2223,1985,Cloud Engineer,"$139,984.00",,Year,"$139,984.00",Business Premises,Broomfield,CO,80021,"Denver-Aurora-Lakewood, CO",Y,N,N
Professional occupation,27-2524034,541511,46,2010,Software Developer,"$134,992.00","$134,992.00",Year,"$134,992.00",Business Premises,CARROLLTON,TX,75007,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,84-3876052,541511,2,2019,Software Developer,"$101,109.00","$110,000.00",Year,"$105,554.50",Business Premises,Charlotte,NC,28262,"Charlotte-Concord-Gastonia, NC-SC",Y,N,N
Professional occupation,27-1177796,541511,175,2009,Software Engineer ,"$133,390.00",,Year,"$133,390.00",Business Premises,Edison,NJ,08817,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,04-2170233,54171,723,1954,Senior Applications Engineer,"$131,539.00","$151,539.00",Year,"$141,539.00",Business Premises,Burlington,MA,01803,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,82-3063860,541511,18,2017,Software Developer Applications (multiple positions) ,"$136,822.00",,Year,"$136,822.00",Business Premises,Atlanta,GA,30345,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Non-professional,56-2166537,722511,4,1999,Cook,"$33,696.00","$33,696.00",Year,,Business Premises,Raleigh,NC,27612,"Raleigh, NC",Y,N,N
Non-professional,81-1162065,53131,0,2016,Adminsitrative Assistant,"$32,032.00","$32,032.00",Year,,Business Premises,Orlando,FL,32835,"Orlando-Kissimmee-Sanford, FL",Y,N,Y
Professional occupation,82-2621696,44529,10,2017,E – Commerce Associate,"$48,000.00",,Year,"$48,000.00",Business Premises,Kyle,TX,78640,"Austin-Round Rock, TX",Y,N,N
Professional occupation,54-0506332,622110,7707,1899,Psychiatrist,"$250,000.00",,Year,"$250,000.00",Business Premises,Roanoke,VA,24014,"Roanoke, VA",Y,N,N
Professional occupation,36-4554461,54151,34,2004,Mechanical Engineer,"$54,704.00",,Year,"$54,704.00",Business Premises,Fargo,ND,58102,"Fargo, ND-MN",Y,N,N
Professional occupation,95-1607455,336413,825,1969,"Senior Engineer, Structural Engineering","$124,197.00","$152,000.00",Year,"$138,098.50",Business Premises,Foley,AL,36535,"Daphne-Fairhope-Foley, AL",Y,N,N
Professional occupation,20-5281305,5416,1400,1992,"Plans Examiner, Structural","$114,400.00","$128,960.00",Year,"$121,680.00",Business Premises,Fremont,CA,94538,"San Francisco-Oakland-Hayward, CA",Y,N,N
Non-professional,95-3579634,42499,51,1980,Office Manager,"$69,368.00",,Year,,Business Premises,Santa Fe Springs,CA,90670,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,84-3182684,541613,1,2019,Marketing Manager,"$78,000.00","$80,000.00",Year,"$79,000.00",Business Premises,PEMBROKE PINES,FL,33028,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Professional occupation,23-3064123,54169,301,2001,Biostatistician,"$76,000.00",,Year,"$76,000.00",Business Premises,King of Prussia,PA,19406,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Y,N,N
Professional occupation,04-3413065,541511,4,1998,Migration Specialist II,"$130,000.00",,Year,"$130,000.00",Business Premises,Burlington ,MA,01803,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,26-1740587,52229,4774,2008,Business Intelligence Application Analyst,"$126,402.00",,Year,"$126,402.00",Business Premises,Fort Worth,TX,76155,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Professional occupation,36-3992338,3363,245,1994,Sr. Electrification Controls Engineer ,"$115,211.00",,Year,"$115,211.00",Business Premises,Auburn Hills,MI,48326,"Detroit-Warren-Dearborn, MI",Y,N,N
Non-professional,20-2351747,722511,15,2005,Chinese Specialty Food Cook,"$29,515.00","$29,515.00",Year,,Business Premises,Metairie,LA,70006,"New Orleans-Metairie, LA",Y,N,N
Professional occupation,95-4471233,5311,58,1994,Accountant,"$75,000.00","$75,000.00",Year,"$75,000.00",Business Premises,Los Angeles,CA,90025,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,16-1317836,541512,58,1987,Database Developer,"$112,362.00",,Year,"$112,362.00",Business Premises,Austin,TX,78745,"Austin-Round Rock, TX",Y,N,N
