CASE_STATUS,OCCUPATION_TYPE,EMP_NAICS,EMP_YEAR_COMMENCED,JOB_TITLE,JOB_OPP_WAGE_FROM,JOB_OPP_WAGE_TO,JOB_OPP_WAGE_PER,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_BLS_AREA,IS_MULTIPLE_LOCATIONS,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_JOB_FOREIGN_LANGUAGE
Certified,Professional occupation,511210,1977,Software Developer,"$192,941.00","$252,500.00",Year,Business Premises,Santa Clara,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,3342,1996,Project/Program Manager,"$209,955.00","$237,500.00",Year,Business Premises,Sunnyvale,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,334220,2002,Software Engineer,"$102,544.00",,Year,Business Premises,City of Industry,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,511210,2004,Senior Software Engineer,"$99,008.00",,Year,Business Premises,Alpharetta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,522320,1976,Systems Analyst,"$112,507.00","$132,300.00",Year,Business Premises,Highlands Ranch,CO,"Denver-Aurora-Lakewood, CO",N,Y,N,N
Certified,Non-professional,721110,2008,Housekeeper,"$28,475.20",,Year,Business Premises,West Yellowstone,MT,Southwest Montana nonmetropolitan area,Y,Y,N,N
Certified,Professional occupation,541330,1995,Principal Procurement Specialist,"$134,118.00",,Year,Business Premises,Houston,TX,"Houston-The Woodlands-Sugar Land, TX",N,Y,N,N
Certified,Professional occupation,42399,2009,Operations Analyst,"$69,826.00",,Year,Business Premises,Fontana,CA,"Riverside-San Bernardino-Ontario, CA",N,Y,N,N
Certified,Professional occupation,42459,2016,International Market Research Analyst,"$63,461.00",,Year,Business Premises,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA",N,Y,N,N
Certified,Professional occupation,511210,2017,Software Engineer,"$141,378.00","$195,000.00",Year,Business Premises,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,42459,2016,Market Manager,"$99,091.00",,Year,Business Premises,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA",N,Y,N,N
Certified,Non-professional,7113,2022,Event Planner,"$30,472.00","$30,472.00",Year,Business Premises,DAVIE,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Non-professional,722511,2005,Prep Cooks,"$22,568.00",,Year,Business Premises,McDonough,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Non-professional,11292,2008,Cross Country Schooling Course Designer and Builder,"$72,010.00",,Year,Business Premises,Cochranville,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Y,Y,N,N
Certified,Professional occupation,446110,2022,IV Research Compounding and Intra-vitriol Specialist,"$90,000.00",,Year,Business Premises,Houston,TX,"Houston-The Woodlands-Sugar Land, TX",N,Y,N,N
Certified,Non-professional,721110,2008,Housekeeper,"$28,475.20",,Year,Business Premises,West Yellowstone,MT,Southwest Montana nonmetropolitan area,Y,Y,N,N
Certified,Non-professional,722511,2005,Prep Cooks,"$22,568.00",,Year,Business Premises,Newnan,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,541511,1995,Technical Lead,"$109,283.00","$128,400.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541512,1983,Software Engineer,"$141,378.00","$164,108.00",Year,Business Premises,Mountain View,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Non-professional,112920,1981,Horse Groom,"$27,560.00","$27,650.00",Year,Business Premises,Dayton,MD,"Baltimore-Columbia-Towson, MD",N,Y,N,N
Certified,Professional occupation,51511,1991,Digital Media Editor,"$44,574.00",,Year,Business Premises,Anaheim,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,519130,2006,SENIOR BUSINESS ANALYST,"$100,800.00",,Year,Business Premises,AUSTIN,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,541519,2018,QUALITY ENGINEER,"$87,422.00",,Year,Business Premises,ISELIN,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,4236,2013,Management Analyst,"$90,938.00","$90,938.00",Year,Business Premises,Elk Grove Village,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,511210,1977,Systems Analyst,"$118,061.00","$178,000.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Non-professional,622110,1869,Nursing Assistant,"$31,491.20",,Year,Business Premises,Silvis,IL,"Davenport-Moline-Rock Island, IA-IL",N,Y,N,N
Certified,Professional occupation,54121,1910,Experienced Audit Manager,"$135,000.00","$150,000.00",Year,Business Premises,Los Angeles,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,523920,2011,LATIN AMERICA RELATIONSHIP COORDINATOR,"$75,629.00",,Year,Business Premises,Spring,TX,"Houston-The Woodlands-Sugar Land, TX",N,Y,N,Y
Certified,Non-professional,621610,2008,Home Health Aide,"$33,280.00","$33,280.00",Year,Business Premises,Mission Viejo,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,519130,2013,Operations Specialist,"$102,253.00",,Year,Business Premises,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,522292,1985,Sr. Software Engineer,"$118,000.00","$145,000.00",Year,Business Premises,Detroit,MI,"Detroit-Warren-Dearborn, MI",N,Y,N,N
Certified,Professional occupation,541511,2000,Product Owner (RCM),"$118,000.00","$125,000.00",Year,Business Premises,Nashville,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",N,Y,N,N
Certified,Professional occupation,621511,2012,Senior Regulatory Affairs Specialist,"$123,000.00","$123,000.00",Year,Business Premises,Palo Alto,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,511210,1977,Software Developer,"$71,718.00","$158,900.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,541519,2018,VALIDATION ENGINEER,"$71,219.00",,Year,Business Premises,ISELIN,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,511210,1977,Software Developer,"$112,362.00","$201,300.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Non-professional,238340,2017,Accounts Clerk,"$44,179.00","$44,179.00",Year,Business Premises,Sarasota,FL,"North Port-Sarasota-Bradenton, FL",N,Y,N,N
Certified,Non-professional,621610,2008,Home Health Aide,"$33,280.00","$33,280.00",Year,Business Premises,Mission Viejo,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,3342,1996,Quality Assurance Engineer [EN.SOQA.P3],"$145,000.00","$180,000.00",Year,Business Premises,Sunnyvale,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,541512,1983,Senior Software Engineer,"$167,149.00","$200,438.00",Year,Business Premises,Mountain View,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Non-professional,722511,2005,Prep Cooks,"$22,568.00",,Year,Business Premises,Newnan,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,333120,2006,Mechanical Engineer,"$81,661.00","$81,661.00",Year,Business Premises,PEACHTREE CITY,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,54133,2016,Project Engineer,"$159,432.00",,Year,Business Premises,San Antonio,TX,"San Antonio-New Braunfels, TX",Y,Y,N,N
Certified,Non-professional,447110,2009,Evening Shift General Manager,"$61,000.00","$70,000.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,541519,2015,Sr. Systems Analyst,"$116,709.00","$116,709.00",Year,Business Premises,El Segundo,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,541511,1995,DevOps Engineer,"$85,197.00","$126,000.00",Month,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,54151,1983,Senior Business Data Analyst,"$131,878.00","$167,791.00",Year,Business Premises,Mountain View,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Non-professional,621610,2013,Nursing Assistant,"$27,000.00","$27,000.00",Year,Business Premises,YODER,IN,"Fort Wayne, IN",Y,Y,N,N
Certified,Professional occupation,3342,1996,Software Engineer,"$129,780.00","$180,000.00",Year,Business Premises,Sunnyvale,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Non-professional,332322,2015,Sheetmetal shop helper,"$38,000.00","$38,000.00",Year,Business Premises,Long Island City,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,3342,1996,Software Engineer [EN.SODE.P3],"$162,338.00","$180,000.00",Year,Business Premises,Sunnyvale,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,541512,1983,Business Data Analyst,"$97,739.00","$111,625.00",Year,Business Premises,Plano,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,2389,2013,Sales Account Representative,"$50,523.00","$50,523.00",Year,Business Premises,Miami,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Professional occupation,511210,1977,Eng - SW - SW Dev Eng - Prof - P3 (SW Dev)*,"$132,683.00","$252,500.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,622,1986,Cell Therapy Technologist I,"$75,400.00",,Year,Business Premises,Tampa,FL,"Tampa-St. Petersburg-Clearwater, FL",N,Y,N,N
Certified,Professional occupation,541330,1970,Traffic Engineer,"$83,368.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,447110,2019,Buyer,"$76,794.00",,Year,Business Premises,Spring,TX,"Houston-The Woodlands-Sugar Land, TX",N,Y,N,N
Certified,Professional occupation,541519,2015,System Analyst,"$96,158.00",,Year,Business Premises,Chantilly,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,Y,N,N
Certified,Professional occupation,541511,2019,Programmer Analyst,"$99,923.00","$99,923.00",Year,Business Premises,Princeton,NJ,"Trenton, NJ",Y,Y,N,N
Certified,Professional occupation,42345,2009,Validation Engineer (Medical Devices),"$89,648.00","$107,750.00",Year,Business Premises,Costa Mesa,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,Y
Certified,Professional occupation,541512,1983,"Manager, Development","$214,059.00","$289,609.00",Year,Business Premises,Mountain View,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,541511,2019,Business Analyst,"$90,210.00",,Year,Business Premises,Princeton,NJ,"Trenton, NJ",Y,Y,N,N
Certified,Professional occupation,511210,1977,Software Developer,"$141,378.00","$178,000.00",Year,Business Premises,Santa Clara,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,522292,1985,Sr. Software Engineer,"$118,000.00","$145,000.00",Year,Business Premises,Detroit,MI,"Detroit-Warren-Dearborn, MI",N,Y,N,N
Certified,Non-professional,621610,2013,Nursing Assistant,"$27,000.00","$27,000.00",Year,Business Premises,YODER,IN,"Fort Wayne, IN",Y,Y,N,N
Certified,Professional occupation,523110,1985,"Associate, Credit","$115,000.00","$170,000.00",Year,Business Premises,San Francisco,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Professional occupation,511210,1977,CS / Supp - F Supp - Tech Supp Eng - Prof - P3 (Tech A)*,"$118,061.00","$151,600.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,45411,2005,"Sr. Software Engineer I, Machine Learning","$184,000.00","$216,000.00",Year,Business Premises,Brooklyn,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,522292,1985,Sr. Software Engineer,"$118,000.00","$145,000.00",Year,Business Premises,Detroit,MI,"Detroit-Warren-Dearborn, MI",N,Y,N,N
Certified,Non-professional,621610,2008,Home Health Aide,"$32,240.00","$32,240.00",Year,Business Premises,Mission Viejo,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,611710,1962,Site Reliability Engineer,"$147,000.00",,Year,Business Premises,Carson,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,523110,2007,Assistant Vice President (Business Intelligence),"$157,477.00",,Year,Business Premises,Jersey City,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,721110,2008,Housekeeper,"$28,475.20",,Year,Business Premises,West Yellowstone,MT,Southwest Montana nonmetropolitan area,Y,Y,N,N
Certified,Professional occupation,541511,2021,Software Engineer,"$134,992.00",,Year,Business Premises,Little Elm,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,2008,Business Analyst (Data Governance),"$73,757.00",,Year,Business Premises,Torrance,CA,"Los Angeles-Long Beach-Anaheim, CA",Y,Y,N,N
Certified,Professional occupation,511210,2002,APPLICATIONS DEVELOPER,"$109,283.00","$120,000.00",Year,Business Premises,Fairfield,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,52239,2015,Senior Data Engineer,"$157,144.00",,Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,54171,2015,"Senior Project Manager, Chemistry Manufacturing & Control*","$196,165.00","$196,165.00",Year,Business Premises,Cranbury,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,3342,1996,Software Engineer [EN.SODE.P3],"$162,338.00","$180,000.00",Year,Business Premises,Sunnyvale,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Non-professional,622110,1869,Nursing Assistant,"$31,491.20",,Year,Business Premises,Silvis,IL,"Davenport-Moline-Rock Island, IA-IL",N,Y,N,N
Certified,Professional occupation,541512,1983,Software Engineer,"$120,000.00","$163,401.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,3251,2022,Senior Software Engineer,"$129,600.00",,Year,Business Premises,The Woodlands,TX,"Houston-The Woodlands-Sugar Land, TX",N,Y,N,N
Certified,Professional occupation,541519,2018,TEST ENGINEER,"$71,219.00",,Year,Business Premises,ISELIN,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,54133,1993,Chief Estimator,"$150,000.00",,Year,Business Premises,Pompano Beach,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,81299,2014,Market Research Analyst,"$54,475.00",,Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,32541,2017,Digital Workflow Expert,"$122,499.00","$135,000.00",Year,Business Premises,Chesterfield,MO,"St. Louis, MO-IL",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,48849,1969,Associate Software Engineer (Angular Developer),"$123,614.00",,Year,Business Premises,Tampa,FL,"Tampa-St. Petersburg-Clearwater, FL",N,Y,N,N
Certified,Professional occupation,423620,1948,Global Supplier Quality Assurance Engineer,"$95,992.00","$98,000.00",Year,Business Premises,Columbus,GA,"Columbus, GA-AL",N,Y,N,N
Certified,Professional occupation,52399,2009,Senior Associate,"$87,942.00",,Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1995,Software Developers,"$135,000.00",,Year,Business Premises,Edison,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541990,2016,Research Software Engineer,"$92,000.00",,Year,Business Premises,Amherst,MA,"Springfield, MA-CT",N,Y,N,N
Certified,Professional occupation,8131,2000,Facilities Operations Manager,"$79,000.00","$79,001.00",Year,Business Premises,Greenville,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541211,2015,Tax Associate,"$54,870.00","$54,870.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Non-professional,1111,1992,Farm Worker,"$24,710.00",,Year,Business Premises,Helena,AR,East Arkansas nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,541519,2014,Software Engineer,"$157,477.00",,Year,Business Premises,SOUTH PLAINFIELD,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541519,2018,QUALITY ENGINEER,"$87,422.00",,Year,Business Premises,ISELIN,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,523110,1985,"Senior Associate, Insurance Solutions","$195,000.00","$215,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541614,2003,Chemical Safety Engineer,"$92,082.00","$92,083.00",Year,Business Premises,Rancho Dominguez,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Non-professional,722511,2005,Prep Cooks,"$22,568.00",,Year,Business Premises,Newnan,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,541110,2004,IP Attorney,"$112,840.00",,Year,Business Premises,Seattle,WA,"Seattle-Tacoma-Bellevue, WA",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,814110,2022,*Nanny,"$21,674.00","$21,674.00",Year,Employer's private household (includes live-in and domestic household worker),Houston,TX,"Houston-The Woodlands-Sugar Land, TX",N,Y,N,N
Certified,Professional occupation,54131,2022,Architectural Designer,"$78,395.00",,Year,Business Premises,NEWPORT BEACH,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,541512,2006,Senior QA Lead(s),"$181,500.00","$191,500.00",Year,Business Premises,Denver,CO,"Denver-Aurora-Lakewood, CO",N,Y,N,N
Certified,Professional occupation,511210,2006,Senior Software Engineer,"$145,600.00","$174,700.00",Year,Business Premises,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Denied,Professional occupation,541512,2013,Software Engineer 3 (SQL),"$122,768.00","$183,000.00",Year,Business Premises,Alpharetta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Denied,Professional occupation,541512,2013,Big Data Engineer,"$128,773.00","$237,600.00",Year,Business Premises,Alpharetta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,511210,1977,Software Developer,"$127,338.00","$169,100.00",Year,Business Premises,Seattle,WA,"Seattle-Tacoma-Bellevue, WA",N,Y,N,N
Certified,Non-professional,72111,2003,Room Attendant,"$22,090.00","$22,090.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Non-professional,81411,2011,Housekeeper,"$38,168.00","$38,168.00",Year,Employer's private household (includes live-in and domestic household worker),Encino,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Non-professional,621210,2000,Patient Service Manager,"$57,907.00","$57,907.00",Year,Business Premises,Van Nuys,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Non-professional,722511,2006,Dining Service Supervisor,"$55,750.00",,Year,Business Premises,Lynn,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Certified,Professional occupation,541614,1996,Senior Engineer Solutions Engineering,"$65,270.00","$82,800.00",Year,Business Premises,Naperville,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,5221,1872,Software Engineer II,"$120,058.00","$135,000.00",Year,Business Premises,Charlotte,NC,"Charlotte-Concord-Gastonia, NC-SC",N,Y,N,N
Certified,Non-professional,722511,2002,PREP COOK,"$24,960.00",,Year,Business Premises,DAVENPORT,IA,"Davenport-Moline-Rock Island, IA-IL",N,Y,N,N
Certified,Professional occupation,511210,1977,Software Developer,"$132,683.00","$252,500.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Non-professional,561311,2017,Physical Therapist Assistant,"$56,000.00","$56,000.00",Year,Business Premises,Richmond Hill,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,5416,1994,LEAD ANALYST,$66.00,$90.00,Hour,Business Premises,TAMPA,FL,"Tampa-St. Petersburg-Clearwater, FL",N,Y,N,N
Certified,Non-professional,814110,2022,Nanny,"$34,528.00","$34,528.00",Year,Employer's private household (includes live-in and domestic household worker),STAMFORD,CT,"Bridgeport-Stamford-Norwalk, CT",N,Y,N,N
Certified,Non-professional,56173,1991,Landscape Laborer,"$26,541.00",,Year,Business Premises,American Fork,UT,"Provo-Orem, UT",N,Y,N,N
Certified,Professional occupation,522320,1976,Staff SW Engineer,"$158,080.00","$209,200.00",Year,Business Premises,Foster City,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Professional occupation,336413,2001,"Principal Engineer, Software Engineering","$138,247.00","$189,000.00",Year,Business Premises,Cedar Rapids,IA,"Cedar Rapids, IA",N,Y,N,N
Certified,Professional occupation,423410,2014,General Counsel,"$200,000.00",,Year,Business Premises,Irvine,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Non-professional,711212,2000,THOROUGHBRED RACEHORSE GROOM,"$22,880.00","$22,880.00",Year,Business Premises,Boynton Beach,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Professional occupation,423830,1989,Mechanical Engineering Technician Level 3,"$78,769.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,541990,2019,Tower Technician,"$40,664.00",,Year,Business Premises,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",N,Y,N,N
Certified,Professional occupation,32739,2020,"Manager, Manufacturing Engineer","$140,000.00",,Year,Business Premises,Riverside,CA,"Riverside-San Bernardino-Ontario, CA",N,Y,N,N
Certified,Non-professional,622110,1869,Nursing Assistant,"$31,491.20",,Year,Business Premises,Silvis,IL,"Davenport-Moline-Rock Island, IA-IL",N,Y,N,N
Certified,Professional occupation,511210,1977,Software Developer,"$92,040.00","$178,000.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,541511,2020,Software Developer,"$92,040.00","$92,040.00",Year,Business Premises,ROUND ROCK,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Non-professional,236118,2015,CONSTRUCTION LABOR,"$45,000.00",,Year,Business Premises,CANTON,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Certified,Non-professional,72111,2003,Laundry Attendant,"$20,696.00","$20,696.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Non-professional,4841,2001,CDL DRIVER,"$49,500.00",,Year,Business Premises,Greensboro,NC,"Greensboro-High Point, NC",N,Y,N,N
Certified,Non-professional,484121,2016,Truck Driver,"$35,651.00","$38,000.00",Year,Business Premises,Anaheim,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,541330,1933,"Lead Consultant, Advisory Services","$166,504.00",,Year,Business Premises,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,445291,1962,Process Improvement Engineer,"$71,219.00",,Year,Business Premises,Newark,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,522320,1976,Director,"$159,245.00","$223,800.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,541611,1998,"Tax Manager, International Tax Services (Multiple Positions)","$197,000.00",,Year,Business Premises,San Francisco,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Non-professional,56173,1991,Landscape Laborer,"$26,541.00",,Year,Business Premises,American Fork,UT,"Provo-Orem, UT",N,Y,N,N
Certified,Non-professional,4539,2014,Operation Manager,"$51,200.00","$51,200.00",Year,Business Premises,York,PA,"York-Hanover, PA",N,Y,N,N
Certified,Professional occupation,515111,1998,Business Intelligence Analyst,"$102,500.00","$102,500.00",Year,Business Premises,Merrick,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,54138,2015,TEST TECHNICIAN,"$55,661.00",,Year,Business Premises,BELLEVUE,WA,"Seattle-Tacoma-Bellevue, WA",N,Y,N,N
Certified,Professional occupation,54151,2017,Software Developer (15 Openings),"$116,938.00","$116,938.00",Year,Business Premises,Richardson,TX,"Dallas-Fort Worth-Arlington, TX",Y,Y,N,N
Certified,Non-professional,23611,2015,Interior Finish Carpenter,"$78,541.00","$78,541.00",Year,Business Premises,TAUNTON,MA,"Boston-Cambridge-Nashua, MA-NH",Y,Y,N,Y
Certified,Non-professional,812320,2022,Dry Cleaner Presser,"$27,040.00","$27,040.00",Year,Business Premises,Deer Park,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,722511,2011,Prep Cooks,"$22,568.00",,Year,Business Premises,Powder Springs,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,621511,2015,BUSINESS DEVELOPMENT SPECIALIST,"$91,395.00","$91,395.00",Year,Business Premises,BROOKLYN,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,511210,1977,Cloud Solution Engineer,"$225,000.00","$250,700.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,College/University Teacher,611310,1855,Assistant Professor,"$83,000.00",,Year,Business Premises,East Lansing,MI,"Lansing-East Lansing, MI",N,Y,N,N
Certified,Non-professional,4841,2001,CDL DRIVER,"$49,500.00",,Year,Business Premises,Greensboro,NC,"Greensboro-High Point, NC",N,Y,N,N
Certified,Non-professional,611710,2019,Office Coordinator,"$69,368.00",,Year,Business Premises,Buena Park,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Non-professional,722511,2017,"Cook, Restaurant","$40,000.00",,Year,Business Premises,Portland,OR,"Portland-Vancouver-Hillsboro, OR-WA",N,Y,N,N
Certified,Non-professional,722511,2004,Server,"$27,040.00","$27,040.00",Year,Business Premises,Crystal Lake,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,518210,2003,"Sr. Software Engineer, Systems Infrastructure","$141,378.00","$237,000.00",Year,Business Premises,Sunnyvale,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
